; falta del laboratorio;ARGENTINA
; Hizo un pedido de Flunil y Betaval;GUATEMALA
; INCREMENTAR LA FORMULACION DE GYNOFLOR EN DOS PACIENTES EN ESTE CICLO DESTACANDO LA REDUCCION DE LA RESISTENCIA DE ALGUNOS MICROORGANISMOS;COLOMBIA
; INICIAR LA FORMULACION DE ALGIMIDE EN DOS PACIENTES EN ESTE CICLO RESALTANDO LA EFICACIA Y SEGURIDAD EN EL MANEJO DE TODO TIPO DE DOLOR;COLOMBIA
; la doctora conoce nuestro portafolio ;COLOMBIA
; las tres muestras que le deje la semana pasada ya la di a unos pacientes Le gusto la combnacion;COLOMBIA
; Le dejamos mas cupones y nos dijo que apoyara tambien con el perenterol;GUATEMALA
; Le encanto recibir la linea dermatologica Apoyara con cupones de  Betasporina;GUATEMALA
; Le gustaron mucho los antifaces de la linea kids seguira apoyando con la linea;GUATEMALA
; Le pedimos apoyo directao a mercafaa asicomo ayuda a nuetras marcas en el jack de witt;GUATEMALA
; llamaran si necesitan producto;GUATEMALA
; LLEVE REFRIGERIO;COLOMBIA
; LO TENIA CON OTRA DIRECCION PENSE QUE HABIA CERRADO LO HABIA ANOTADO COMO VISITA OCASIONAL ;ARGENTINA
; Mandar 1 cefaxim 500 mg x 160 comp sin cargo;ARGENTINA
; Medico comprometido a rx mixel por su apoyo al paciente;COLOMBIA
; NO ENVIAR TRANSFER Ya solicitado por telefono para entregar en Pilar;ARGENTINA
; No realizo comentarios escucho la prpmocion;MEXICO
; No tienen bue  concepto de Vitalis no manejamos tiempos decentrega a cordes a asu necesidadtenemos altos indices de backordes y tenemos  altos precios ;COLOMBIA
; Nos dijo que apoyara para la linea de meecafarma mas los alpha nos hizo pedido;GUATEMALA
; O se porque me aparece la parrilla delta por eso solo estoy colocando productos que traigo de alfa;GUATEMALA
; O tiene salfo hizo pedido;GUATEMALA
; o Ureles asociado ;MEXICO
; Om promete recordar globifer y rrcdtarlo Indica dexagin vatanal;CHILE
; retroalimentacion de producto rosucol no esta rotando en el punto de venta solicita apoyo con formulacion ;COLOMBIA
; Se direcciona a farmacomunal;COLOMBIA
; Se le visito en el Hospital ;PERU
; Se oriento de ph5 locion ;PERU
; Se recuerda linea de neurocardio y analgesica ;COLOMBIA
; Se refuerzan nuestras marcas que las tenga presente Con vatanal ha tenido buena respuesta Se recuerdan ambas presentaciones ;CHILE
; Se sabe los productos FITOSTIMOLINE Skinpred CYSCONTROL y formula benzodiacepinas por tanto se hace invitacion y confirma asistencia de una vez Mostro bastante interes por Sedoxil Refiere a la doctora Ingrid Paez para que la visitemos ya que es MD;COLOMBIA
; Se visita haciendo enfasis en la importancia de decirles a los pacientes el uso del foto protector Menciono las referencias de la parrilla vigente y dejo muestras de lenidermexania desonidas  y sporum d;COLOMBIA
; solicito documentacion que se requiere  para verificar la calidad del medicamento como certificados de materias primas;COLOMBIA
; Visita a distribuidora Olvide georeferenciar Cobranza;ARGENTINA
; Visita muy rapida es necesario volver a insistir con globifer;CHILE
; Ya solicitado a Elizabeth Dto 90 Insunorte No duplicar envio Gracias;ARGENTINA
; Ya solicitado a Karin No dupkicar envio Asesora Konig entregara 1 chaqueta Gracias;ARGENTINA
; Ya solicitado por telefono a Evangelina Dominal Max con 250  al precio No duplicar envio Gracias Asesora entregara 1 chaqueta;ARGENTINA
;BM DISTRIBUIDORA ya aplicada en las unidades Regalo chaquetas Entrega la Asesora;ARGENTINA
;;ARGENTINA
;agendar capacitacion siguiente visita;CHILE
;Se acordo realizar un estudio con liquacel Aproximadamente en un mes realizo el requerimiento de  fibercel quedo en buscar el protocolo de realizado de fibercel Buena predisposicion ;PERU
;;PERU
; Desayuno y muestras compartidas con el resto del servicio La becamos al Baas;ARGENTINA
; Desayuno y muestras compartidas con el resto del servicio ;ARGENTINA
; No encontre el encargado Jose Luis A veces esta por la manana y otras por la tarde Llamar antes 4384 5881;ARGENTINA
; ;PERU
;;PERU
;;PERU
;;PERU
;;PERU
;;PERU
;No autorizados para realizar encuestas;CHILE
;Vermoil es el unico antihelmintico que queda Hay que empezar a usarlo;CHILE
;facturar a nombre de Marcelo Garcia;ARGENTINA
;Anakim Bid x 14capsulas  105 15 instaflam dk x 10 Dolkeflam las ampollas a 1300 y los comprimidos a 40 ;GUATEMALA
;1100 iva;ARGENTINA
;25608 pedido N 35563 aguarda pedido anterior y abona todas las facturas vencidas;ARGENTINA
;0111;ARGENTINA
;0116;ARGENTINA
;0134;ARGENTINA
;01374;ARGENTINA
;02 campanas Hosp VentanillaTrabajo en farmacias del Callao;PERU
;1 actinal 20 mg x 200 comp sin cargo Cuanta a nombre Paula Soria;ARGENTINA
;1 actinal 20 x 200 comp sin cargo;ARGENTINA
;1 botella de hidratacion;ARGENTINA
;1 botellita de regalo Color de varon  1 cefaxim 500 de regalo;ARGENTINA
;1 cefaxim cefalexina 500 mg x 160 comp sin cargoRetirar receta;ARGENTINA
;1 Cefaxim 1000;ARGENTINA
;1 cefaxim 500 comp de regalo 1 bolso termico de regalo te lo alcanzo manana Enviar si o si regalos ;ARGENTINA
;1 cefaxim 500 de regalo;ARGENTINA
;1 cefaxim 500 mg sin cargo ;ARGENTINA
;1 cefaxim 500 mg x 160 comp sin cargo;ARGENTINA
;1 cefaxim 500 mg x 160 comp sin cargoHablar con vendedor;ARGENTINA
;1 cefaxim 500 mg x 160 comp sin cargoYa pasado telefonicamente;ARGENTINA
;1 cefaxim 500 mg x 160 comp sin cargo;ARGENTINA
;1 cefaxim 500 mg x 160 comp sin cargo Cliente indica que se respete condiciones de Facturacion;ARGENTINA
;1 cefaxim 500 mg x 160 comp sin cargo Retirar receta;ARGENTINA
;1 cefaxim 500 mg x 160 comp sin cargo Retirar recetas;ARGENTINA
;1 cefaxim 500 mg x 160 comp sin cargo Ya retiraron la receta;ARGENTINA
;1 cortaunas de regalo;ARGENTINA
;1 d 1023  10u 1051  6u 1058  6u 10802u 1051 y 2u 1058 bonificadas ;ARGENTINA
;1 Dispensador Aciprazol Precio Q325Urge producto graciasGracias;GUATEMALA
;1 Dispensador Aciprazol Precio Q325;GUATEMALA
;1 hora de espera No atendio;GUATEMALA
;1 mate;ARGENTINA
;1 oferta aprax  Bovicine 1 botella1 oferta aprax  Actinal 1 botella;ARGENTINA
;1 supraxil 1 flixiless 3 perenterol caps Y 1 sobres  1 lergiless beta;GUATEMALA
;1 unidas vendida de globiferVatanal tiene salida;CHILE
;1CLIENTE CANCELO FACTORAS 2Producto con vinetas o bonos FAVOR DE GUARDAR LOS BONOS A ESTUARDO PINZON EN OFICINA 3 NO MANDAR LAS VINETAS EN EL PRIDUCTO ;GUATEMALA
;1 utilizara sineural para el y de ahi lo recetara2 leofrecimos como un valor adicional el apoyo a   el diseno de una manta vinilicaconlo que el quiere que ha rira su clinica;GUATEMALA
;11 instalamos dk x 2011 gestabien x 3011 perenterol 50 sobres 200mgs 10;GUATEMALA
;11 perenterol 200 x 50 sobres10 desc 11350020 supraxil 1grm Q 280020 nueroinstaflam Q 2800;GUATEMALA
;11 perenterol 200mgs 10descuento Q 113500;GUATEMALA
;11 perenterol 200mgs x 50 sobresQ 113500Producto entregado ;GUATEMALA
;11 de perenterol x 50 sobres de Promocion ;GUATEMALA
;11 perenterol disponible  50 Factura cancelara proximo mes Buen cliente;GUATEMALA
;11 perenterol x 50 sobres 200mgLa oferta105 cicatril1010 neuro instflam;GUATEMALA
;10 5 Tantum rosaUSPANTANFavor de enviar pedido;GUATEMALA
;10 muestras ;CHILE
;10 Supraxil en 50mlPrecio de 12 Q 6400Mes de marzo xfa;GUATEMALA
;10 unidades con bonificacion de ARCURI maxima al precio Gracias;ARGENTINA
;1010 instalan gotasXfa;GUATEMALA
;1010 maxicrex 120;GUATEMALA
;1010 maxicrez 12055 fluxiless kids;GUATEMALA
;1010 maxicrez 120;GUATEMALA
;1010 MAXICREZ 240XFA;GUATEMALA
;1010 NORTRIAX  BLISTER de 10 extra de promocion  Facturas con fecha de marzo;GUATEMALA
;1020 supraxime tabs20 supraxil a Q 2800Pago cheque 150000 saldo;GUATEMALA
;105 Tantun Spray Junto con el pedido de instalan que pase hace un rato Gs;GUATEMALA
;1010 de Unocef x 8 comprimidos ;GUATEMALA
;1010 Flunil x 20 10 10 Zurim x 30 al Dr se le factura sin Nit y solo el nombre JORGE ROSALES ;GUATEMALA
;1010 Gestabion x 30 Q 11180;GUATEMALA
;1010 sineural    ;GUATEMALA
;1010 Tramadol Denk;GUATEMALA
;10105;GUATEMALA
;103 PikAPoo recolector de hece1 set mascaras para gases;ARGENTINA
;105 Nifedi denk 10mg CANCELO FACTURA VENCIDA;GUATEMALA
;105 paracetamol 500mg denkUspantan Favor de enviar ;GUATEMALA
;105 tantum RosaFacturar;GUATEMALA
;105 tantum rosa 2010 sulfobon ;GUATEMALA
;105 Zimbax Normal bonoQ100042 Amlo denk 5mg bonoQ50021 Colosar 50125 BonoQ500Clembril bono Q1000Zimbax bono Q1000Trimagen bono Q2000Bonos pegados;GUATEMALA
;106 atenolol denkFavor de enviarlo jueves regreso por o cobro y vencidos;GUATEMALA
;108 Instaflam caja x 10 tabletasCliente impulsa el producto por eso se le da esta bonificacion favor revisar en el Historial antes se les daba 1010;GUATEMALA
;100 SUPRAXIL 500 A Q 1500;GUATEMALA
;100 de identificacion con nuestros productos apoya en rx;GUATEMALA
;10000;COLOMBIA
;1143;ARGENTINA
;11agotados en sanapiel;MEXICO
;12 betasporina a Q4000 al mismo precio creo que asi se factura;GUATEMALA
;12 nutrisse 4 cor ;ARGENTINA
;12 supraxil 1gramo a Q3012 Neuroinstaflam a Q30;GUATEMALA
;12 unidades vendidas de devellolEspacio salcobrand en concursoNp27 de ha vendido mas ;CHILE
;1209;ARGENTINA
;1236hs;ARGENTINA
;1212 Anakin TABS 12 insataflam dk x 10 TABS30 instaflam dk ampollas 1500;GUATEMALA
;1212 gracias ;GUATEMALA
;126 Tantum verde spray ;GUATEMALA
;14 caplets  1010 cancelo todo su saldo Q650000;GUATEMALA
;15 betasporinas a Q4000 enviarlas por fuente del norte ahora el cliente paga el envio van para el naranjo la libertad en un momento paso la boleta es compra al contado;GUATEMALA
;1515 MAXICREZ 12055 fluxiless  pediatrico;GUATEMALA
;1515 MAXICREZ 120;GUATEMALA
;1515 NORTRIAX  con BLISTER de 10tabsRecogera en guatex de REU ENVIO A NOMBRE DE GLADIZ SILVA;GUATEMALA
;1530 supraxime 50 ml1515 MAXICREZ 240;GUATEMALA
;15 BM por volumen de compra;ARGENTINA
;15 de descuento en packs de anthelios de la roche posay qgua termal por 31050;MEXICO
;15 de descuento en toda la linea;MEXICO
;18 Blister de Flunil Corto vencimiento;GUATEMALA
;180 fleanet ag curabichera para fabian lopez petco A 67 pesos hablar con paula cualq cosa gcias karina ;ARGENTINA
;1d 10233u 1064;ARGENTINA
;1d 1023;ARGENTINA
;1d 1023  10 1051  6u 10592u 1051 y 2u 1059 bonificadas ;ARGENTINA
;1d 1045;ARGENTINA
;1ER DIA DE RETIRO MIERCOLES 2802 HORARIO 9 A 13 HSDESPUES SALE DE VACACIONES POR 15 DIAS;ARGENTINA
;2 actinal 20 mg de regalo y algun regalo extra promocional Termo por ejemplo;ARGENTINA
;2 agotados;MEXICO
;2 cefaxim 500 mg x 160 comp sin cargoFacturar consumidor final;ARGENTINA
;2 cefaxim 500 mg x 160 comp sin cargo;ARGENTINA
;2 Cheques para depositar ;GUATEMALA
;2 encuestas globifer y trabajo de marcas con vendedoras;CHILE
;2 entradas para intermedica ;ARGENTINA
;2 horas de espera abono;GUATEMALA
;2 horas de espera Abonafon y pidieron;GUATEMALA
;2 horas de espera No atendio por operacion de emergencia Regresare otro dia ;GUATEMALA
;2 horas para atender a cliente pago de bonos verificacion de inventario cancelo saldo pendiente realizo pedido solicito apoyo con este cliente nos apoya con impulso ;GUATEMALA
;2 Libbera D jbe Y 2 Libbera D gotas;PERU
;2 Mates;ARGENTINA
;2 ofertas Aprax  Bovicine 2 botellas;ARGENTINA
;2 ofertas de aprax con bovicine mas botellita y 1 oferta de aprax con actinal mas botellita ;ARGENTINA
;2 promos de 1 aprax gde  1 aprax med  actinal Van 2 botellitas sport de regalo son dos promos osea 4 aprax y 2 actinal;ARGENTINA
;2 promos de Actinal  2 botella s;ARGENTINA
;2 shampoo dermapet de regalo;ARGENTINA
;21 Amlo Denk 5mg42 Carvedi Denk 25mg63 Clotrimazol Denk21 Losartan Denk 50mg21 Nifedi Denk 10mg21 Nifedi Denk 20mg;GUATEMALA
;21 Amlo denk solo verificar de que presentacion se le a mandado ;GUATEMALA
;21 Desloradenk21 Valsar 320mg42 Amlodenk  5mg63 Nifedi denk 10mg;GUATEMALA
;21 Instaflam dk x 10tabletas42 Atenolol 50mg;GUATEMALA
;21 Metformina 500mg bono Q50021 Paracetamol 50pmg bononQ500Bono Q1000 folacid ferroBonos pegados xfavorCancelo facruras pendientes;GUATEMALA
;21 Metformina denk 500mgEs de zacapaCancelo en efectivo facturas anteriores favor de enviar;GUATEMALA
;21 Metformina Denk 500mg21 Paraco Denk 500mg;GUATEMALA
;21 METFORMINA DENK 850mg;GUATEMALA
;21 Nifedi Denk 20mg21 Metformina Denk 850mg;GUATEMALA
;21 Parcetamol 500mg X 20 compTOMAR NOTA PEDIDO LE URGEAL CLIENTE LO NECESITA EL DIA DE MANANA;GUATEMALA
;22 fluxiless pediatrico22 Zimbax pediatrico42 tantum verde colutorio 120ml21 Tantum spray42 Clotrizinc;GUATEMALA
;22 instaflam dk x 2022 Maxicrez 120ml11 Maxicrez 240ml;GUATEMALA
;20 betasporinas a Q4000 si es posible que salgan ahora gracias;GUATEMALA
;20 instaflam Dk Q17cu21 Maxicrez 240mlColocar bono de Q10cu;GUATEMALA
;20 refrigerios;COLOMBIA
;20 supraxil 1gmo Q 350020 Dolo ampollasXfaFacturacion de marzo;GUATEMALA
;20 unidades de NIFEDIPINA denk 20MG a un precio de Q10561;GUATEMALA
;20 bonificado autorizado ;ARGENTINA
;20 de descuento en cantabria;MEXICO
;20 de descuento en hyaluron filler ;MEXICO
;20 de descuento en ph5 400 ml y en aceite de ducha;MEXICO
;20 de descuento en solares;MEXICO
;20 de descuento  DAR DE BAJA DE MI STOCK;ARGENTINA
;25 instaflan dk eb una factura a 1800 mas 50 Neuroinstaflam a 3250 y otras 25 Instaflan dk a 18 en otra factura Para el mismo cliente;GUATEMALA
;25 NeuroInstaflam Precio Q3250;GUATEMALA
;25 supxaxil de un gramo a 25 esta comprando al contado favor enviarlo ahora en fuente del norte al naranjo la libertad a como se le a enviado siempre Gracias;GUATEMALA
;2525 anakin tabletasVenta de medicina jordamaria can arreaga;GUATEMALA
;2525 anakin tabs 25 instaflan dk x 10Xfa;GUATEMALA
;250118;PERU
;2do Pedido en elvis favor de chequear que llegue bienno tengo denk para ingresar pedidoAdjunto pedidoFarmacia virginia2 mas 1 enzyplus por 202 mas 1 maxicrez 120ml5 mas 3 losartan de 100;GUATEMALA
;3;COLOMBIA
;3 anakim 3 oerenterol sibres 2 flexiless y 2 supraxil 500;GUATEMALA
;3 botellitas de regalo2 algen 20 comp1 algen 60 comp10 gastrine 5 algen 20 iny5 algen ld2 bovicine iny2 midazolam2 xila 203 cefaxim de regalo;ARGENTINA
;3 cefa 500 sin cargo va a llegar en el proximo pedido 30 unidades solo para sacar por trasnfer;ARGENTINA
;3 cefaxim 500 mg x 160 comp sin cargo;ARGENTINA
;3 horas de espera dr Salio de emergencia;GUATEMALA
;3 horas de espera no atendio;GUATEMALA
;3 horas de espera Abono;GUATEMALA
;3 horas de espera No atendio;GUATEMALA
;3 Osteovit Jr ;PERU
;3 stimol 3 perenterol sobtes 1 lergiless;GUATEMALA
;3 supraxil 3 perenterol sobres 1 lergiless beta 3 stimol;GUATEMALA
;30 de descuento en avene con sus solares muy agresivos en este pdv;MEXICO
;3030 Folacid Ferro Dr Villatoro Cristiani  de Reu;GUATEMALA
;36 visitadores en la gira por ahorita se descompone el plan ;GUATEMALA
;3x2 en barra dermolimpiadora cetaphil;MEXICO
;4 cefaxim 500 mg sin cargo ;ARGENTINA
;4 dispenser 1023 y 6u 1064;ARGENTINA
;4 globifer en stock;CHILE
;44 fluxiles adultosLlevare pedido personalmente el lunes260218;GUATEMALA
;42 Amlo Denk 5mg ;GUATEMALA
;42 covalsar32012521 metformina 1000;GUATEMALA
;42 de atenolol 50mg 25 dolo ampolla Q18cu25 nuero ampolla Q18cu;GUATEMALA
;42 Nifedi Denk 10mg42 Atenolol Denk;GUATEMALA
;42 Nifedi Denk 20mgEL ANAKIM PACK Y PERMEKILL POR FAVOR EN FACTURA POR SEPARADO;GUATEMALA
;42 PARACETAMOL DENK 500mg;GUATEMALA
;42 Sulfobon;GUATEMALA
;40 bovicine a 275 pesos mas iva;ARGENTINA
;40 supraxil a 275 cu facturar por favor;GUATEMALA
;4546028 Agustin y Enzo  ;ARGENTINA
;5 unidades bonificadas de equiverm;ARGENTINA
;510 supraxime 50ml510 supraxime 100ml;GUATEMALA
;55 maxicrez 240;GUATEMALA
;55 Tantun Spray ;GUATEMALA
;55  de perenterol de 250 mg Sobres55 de perenterol de 250 mg CapsCualquier duda quedo a la orden;GUATEMALA
;55 Flunil Dr Geovany Calderon plaza Florida ;GUATEMALA
;55 Hepatomarin1 Bifusin Crema Precio 212 Bifubet crema Precio 213 Clotrizinc Precio 21Hepatomarin con 10 por ser medicoGracias;GUATEMALA
;50 Betasporina Precio Q50Se factura a nombre de Mario LopezTenia factura  8246 La cual fue cancelada en su totalidad en efectivo Q509650Por favor facturar ;GUATEMALA
;50 dolo ampolla a Q2000 y 22 perenterol x 50 s0bres;GUATEMALA
;50 Neuroinstaflam a un precio de Q3000 cu;GUATEMALA
;50 unidades de Neuroinstaflam a un precio de Q3000;GUATEMALA
;6 hiedratos4 doloral;PERU
;63 tantum 120ml63 Tantum Spray;GUATEMALA
;60 pacientes diarios ;CHILE
;60 supraxil a 2625;GUATEMALA
;6u 1058  2u sin cargo10 1051  2u sin cargo1 d 1023 3u 1083;ARGENTINA
;6u 1058  2u sin cargo10 1051  2u sin cargo1 d 1023 3u 10833u 1064;ARGENTINA
;6u 1058  2u sin cargo10 1051  2u sin cargo1 d 1023 9u 1083;ARGENTINA
;6u 1059  10 u 10512u bonificadas de cada uno;ARGENTINA
;7 ineltano a 710 pesos mas iva ;ARGENTINA
;7 nutrisse;ARGENTINA
;75 Doloneuroheidelg amp  a 1725 neuroHeidelg amp  a 15;GUATEMALA
;7de dejaron atados les falto 6 sobres para ganar perenterol les gusto lq camara;GUATEMALA
;8 vendedores;CHILE
;84 de Maxicrez 120ml ;GUATEMALA
;8les gusto la camara se no gananran con instaflam dk;GUATEMALA
;A;COLOMBIA
;A 2500 cada ampolla El Dr No las compra si valen mas ;GUATEMALA
;A 2625;GUATEMALA
;A 8500 cada caja ;GUATEMALA
;A a epositar come ta que la consulta esta baja y por eso no va a pedir Tiene completo el pedido anterior;GUATEMALA
;A autorizado modulos proteicos de recetas de medicos;PERU
;A cargo de plan adicciontb interes x reunion del dia 19 con dr Granda Jueves;CHILE
;A cliente se le bonifica el 11 porque el dueno de farmacias arango es el Dr Walter Arango FAVOR FACTURAR A Q4400 DOLONEUROHEIDELG AMPOLLA;GUATEMALA
;A cliente se le trabaja precio y bonificaciin 11  no hay medicos cercanos que apoyen con la receta esta retirado de jalapa cabecera;GUATEMALA
;A cobrar pyh;ARGENTINA
;A cuponear con maxicrez y supraxil;GUATEMALA
;A Dr le parecio interesante el programa de beneficio al paciente que le ofrece Giralmet;COLOMBIA
;A Dra esta formulando afelius oil free exania ;COLOMBIA
;A DRA FORMULA AFELIUS OIL FREE LENIDERM EXANIA ;COLOMBIA
;A dra se le dejo precio de UNOCEF 11  DICLORAL 11 Y BETASPORINA Q40;GUATEMALA
;a el se le debe el cambio de precio de Penicilina 1200000 diclofenaco sin informar al laboratorio por lo que realizara reunion el dia de manana a las 2pm con el comprador Sr Edilberto Vega;COLOMBIA
;A Encargada de farmacia se le informo de promociones conndoloneuroheidelg y se le recordo los productos que actualme te trabajamos habalra con el Dr Para realizar pedido;GUATEMALA
;A esperar al dr Aun no viene Atiende visita hasta las 6 y 30;GUATEMALA
;A estado prescribiendo betasporina ;GUATEMALA
;A estado usando dolpain y a tenido buenos resultados ;GUATEMALA
;A este cliente se le debe 2 cajas de nortricol de plan beneficio recambio hace aproximadamente 3 meses y aun no le solucionan;COLOMBIA
;A este medico lo visite en la manana  en sisol surquillo a las 9 am olvide descargarlo ;PERU
;A finales de semana esperan hacer pedido nuevamente ;GUATEMALA
;A fines de mayo termina la quimio Todavia tenia un monton de stock por lo de la promo maqueta Probo el artrosan le dio resultados;ARGENTINA
;A hoy estaban revizando existencias y rotacion para poder realizar las ordenes de compra  primero sale duana cali  luego Duana bogota;COLOMBIA
;A la dra a  Se le cancelo por el apoyo de prescripcion ;GUATEMALA
;A la dra la trasladaron para livingston;GUATEMALA
;A la dra La salude el dia de ayer en amates me la cargaron ayer por la tarde por eso no la pude operar el dia de ayer;GUATEMALA
;A LA ENCARGADA DE COMPRAS LE ENCANTO LA LINEA LO VA A CHARLAR CON EL DUENO;ARGENTINA
;A la encargada le gusto la linea pero hay que esperar a que vuelva de vacaciones  26 de Marzo la encargada de perfumeria;ARGENTINA
;A la encargada Lissette no le gusta la pipeta Dominal Max porque tuvo mala experiencia con 2 de sus gatos  ;ARGENTINA
;A la espera de apertura de farmacia;GUATEMALA
;A la espera de compromiso con cupones;GUATEMALA
;A la espera de formalizar solicitud de credito;GUATEMALA
;A la espera de NC para pagar la factura;GUATEMALA
;A la espera de negocio;GUATEMALA
;A la espera de negocio con Folacid;GUATEMALA
;A la espera de pedido;GUATEMALA
;A la espera de pedido de Esfinto crema;GUATEMALA
;A la espera de que de luz verde para Ulciless;GUATEMALA
;A la espera de respuesta para Eva;GUATEMALA
;A la espera del negocio con Ulciless;GUATEMALA
;A la manana con turno;ARGENTINA
;A la medico se le averiguo inventario de alfaloe en Habib y olimpica para direccionar pacientes;COLOMBIA
;A la tarde esta siempre Agustina a la manana trabaja en la MunicipalidadDejo folleto artrosan;ARGENTINA
;A llegado receta pero aun asi solicitan el apoyo nuestro con muestras y promocion con medicos;GUATEMALA
;a los pacientes con nortricol les ha ido bien ;COLOMBIA
;A los pacientes de Policia le entrega los folletos de Policia Federal le comente que aceptamos prepagas tambien ;ARGENTINA
;A medico se visito en clinica corpomedic a que atiende aca a partir del 15 de cada mes;PERU
;A medida de lo posible indica nervoton pero me comenta que calmatol lo utiliza para varias acciones relajante estomatitis y denticion buenos resultados se compromete a aumentar recetas verificar proximo contacto ;CHILE
;A nombre de clinica Materno Infantil El supraxil es a 2625;GUATEMALA
;A nombre de don Reginaldo Lopez Chiroy Ya cancelo el total de la factura qu teniamosEs el mismo del pedido que se facturo ayer a nombre de su farmacia pide que se mande hoy que le urge recibirlo ;GUATEMALA
;A nombre de venta de medicina sale la facrura pero el dueno es un enfermero que impulsa el productos no hay cadenas ni medicos cerca folacis ferro B12;GUATEMALA
;A ono e hizo pedido;GUATEMALA
;A partir de este mes el acceso a pedidos se realizara por medio de plataforma para la cual casa proveedor tendra contrasena;COLOMBIA
;A partir de la fecha se realizara cotizacion por medio de Bionexo Envio informacion para estudio apertura de credito;COLOMBIA
;A partir del 15 de febrero se puedo programar un break en el servicio de pediatria del Hipolito ;PERU
;A partir del 22 no atendera lunes De martes a viernes;PERU
